customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2105-IDGGD,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.91,691.93,Yes
2106-CCAEE,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.46,977.95,Yes
2107-GCEIE,Male,0,No,No,21,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.04,1422.7,No
2108-FDGED,Male,0,Yes,No,46,Yes,No,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,34.39,1600.16,No
2109-HDHIC,Female,0,No,No,29,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),46.84,1378.99,No
2110-EHAGJ,Female,0,No,No,59,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.75,2334.0,No
2111-GFCCE,Male,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.81,2084.34,No
2112-HCJAB,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,102.68,1912.08,No
2113-GCABA,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),68.53,1723.26,Yes
2114-JHFAC,Male,1,Yes,No,48,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.25,2936.44,Yes
2115-HACIF,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),76.38,5162.85,No
2116-JDFEF,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.03,4018.51,Yes
2117-DIAGC,Female,0,Yes,No,5,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),48.29,226.27,No
2118-GFBBI,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,100.31,5231.58,No
2119-ECDCE,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,43.46,1464.92,Yes
2120-DEJEE,Female,1,Yes,Yes,68,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),104.49,7096.27,Yes
2121-IAIFF,Female,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.02,960.55,No
2122-GHDIB,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,78.27,2080.68,No
2123-HAHDD,Male,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,54.38,122.34,No
2124-EFEEE,Female,1,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.25,2824.68,No
2125-CAFAE,Female,0,No,Yes,65,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.93,6548.08,No
2126-ECDJG,Male,0,Yes,No,34,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,26.4,870.42,Yes
2127-IHFHI,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.25,4984.98,No
2128-ICCJD,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),31.59,1922.82,No
2129-ABHAH,Female,0,No,No,51,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),101.18,5194.02,No
2130-GBGAG,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,109.94,5062.39,No
2131-IAEHE,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.37,3736.84,No
2132-GBAEA,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,94.8,2580.85,No
2133-DICGD,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),38.65,829.41,No
2134-IFEJB,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.71,3276.18,No
2135-ECIHC,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.69,2815.2,No
2136-HCJJE,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,29.7,0.0,Yes
2137-DAHGE,Female,0,No,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.41,1042.5,Yes
2138-EEBGI,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,96.15,1445.78,No
2139-ACEAC,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),27.44,1377.2,No
2140-GCIBJ,Female,0,No,No,66,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.2,5649.34,No
2141-IBJJH,Female,0,No,Yes,53,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.73,5280.82,Yes
2142-FIACG,Female,0,Yes,No,19,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.53,1051.45,No
2143-GFHIG,Male,0,Yes,No,32,Yes,No,No,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,56.95,1806.31,No
2144-DIBDC,Male,0,No,No,7,Yes,No,No,No,No,Yes,No,No,Yes,Two year,No,Electronic check,46.0,305.95,No
2145-EIDGB,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.07,899.0,Yes
2146-FFJEF,Male,0,Yes,No,52,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.7,5998.84,No
2147-FDABF,Male,0,No,No,63,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.76,5624.09,No
2148-GJDHE,Female,0,Yes,No,57,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23.38,1337.84,Yes
2149-IFBEE,Male,1,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),112.62,4099.54,No
2150-EHCDF,Male,0,No,No,11,No,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,29.78,355.5,No
2151-IJCAJ,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.25,330.37,Yes
2152-HDIBJ,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),64.08,1922.98,No
2153-JAHGH,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),67.54,2548.77,No
2154-GIHAD,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,73.09,2653.13,Yes
2155-JDIIJ,Female,0,No,Yes,13,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),27.56,318.38,No
2156-HIDDA,Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.82,6190.02,Yes
2157-JCHBA,Male,0,Yes,No,23,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.72,1992.76,No
2158-IGFIC,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.93,661.68,No
2159-IBBCF,Male,0,Yes,No,37,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,108.55,4043.71,Yes
2160-EGCAJ,Male,0,No,Yes,42,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.8,2797.09,No
2161-HFCCI,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.47,3221.25,Yes
2162-HFCEH,Male,0,Yes,No,41,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.61,2190.84,No
2163-JEEBA,Female,1,Yes,No,31,No,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),112.31,3495.56,No
2164-ABFCC,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),113.08,1421.31,Yes
2165-FDJBG,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,67.17,234.59,Yes
2166-DIBBD,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,93.07,2144.19,Yes
2167-AGJCB,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,41.79,388.52,No
2168-BIFFI,Female,0,No,Yes,15,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),83.64,1260.93,No
2169-IJDBE,Female,1,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),26.68,1002.87,No
2170-FCJEI,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.98,1765.26,Yes
2171-EFIIF,Female,0,No,No,24,Yes,No,No,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,91.6,2220.29,No
2172-IJGFB,Male,0,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),115.4,710.8,No
2173-JGAAI,Female,0,No,No,55,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.38,5391.82,Yes
2174-EBDCC,Male,1,Yes,No,46,No,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36.67,1698.28,No
2175-HHAJJ,Male,1,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.68,85.79,No
2176-HJJHE,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,73.33,0.0,Yes
2177-CEBIB,Female,0,No,Yes,32,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),102.5,3240.45,Yes
2178-DFHGJ,Male,1,No,No,70,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.14,5199.47,No
2179-GJHBG,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.62,3834.29,No
2180-CFHGI,Female,0,No,No,71,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.73,6486.18,Yes
2181-CHJAH,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.5,2554.04,Yes
2182-ECHDI,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),94.38,1543.38,Yes
2183-EGIIC,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.46,1074.24,Yes
2184-JDABB,Male,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,91.8,1816.84,No
2185-HDEJB,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,117.05,6349.84,No
2186-FEGIF,Male,1,No,No,5,Yes,No,No,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),36.52,229.19,No
2187-FHAHI,Female,0,No,No,48,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,23.34,1084.75,Yes
2188-HBJAF,Female,0,No,No,25,No,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,76.21,1939.19,Yes
2189-JDBCG,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.16,1090.12,Yes
2190-IJGIG,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.84,2499.66,No
2191-FCCDC,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.56,3699.14,No
2192-FCEEG,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,61.04,3567.38,No
2193-AJADC,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,21.32,554.86,No
2194-JCGIA,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.29,1165.18,No
2195-HDCEJ,Female,0,Yes,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,42.93,710.5,Yes
2196-IEBFE,Male,0,No,Yes,39,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.25,2403.47,Yes
2197-HBEHI,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.98,1360.34,No
2198-HDFAA,Female,0,No,No,44,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,24.48,1083.68,No
2199-CAHJG,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,37.54,55.15,No
2200-BBEHF,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.27,202.12,Yes
2201-HJFBA,Female,0,No,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.58,3598.15,Yes
2202-AFIJA,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),53.06,3793.22,No
2203-FGDGF,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),30.81,1186.9,No
2204-JFCCB,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),113.51,7594.55,No
2205-IBDHD,Male,1,No,No,53,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,98.29,5195.79,No
2206-JFGDI,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,34.82,612.8,No
2207-BGFFC,Female,0,No,No,14,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.15,619.89,No
2208-IBHEE,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),21.72,113.23,No
2209-CCGBB,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.89,4126.4,Yes
2210-BIGAG,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,113.2,4399.89,Yes
2211-HEGGI,Male,0,Yes,No,6,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,26.45,152.95,No
2212-DCJAH,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,32.98,2313.25,No
2213-DIHCF,Male,0,No,Yes,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,38.94,1287.68,No
2214-BHDEI,Female,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,36.45,1335.15,No
2215-DHFEG,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,113.94,3568.49,No
2216-BAJEE,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),44.65,1899.08,No
2217-DIEBB,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.24,3472.38,No
2218-BIGIJ,Female,0,Yes,No,35,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,25.01,873.0,No
2219-CBIAC,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,82.1,3896.84,No
2220-HFABI,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),45.13,1075.27,Yes
2221-GBDFE,Male,0,No,No,65,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),43.01,2825.8,No
2222-AGAGC,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,117.67,966.14,Yes
2223-DFHHB,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),21.94,401.44,Yes
2224-BBJGB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),37.08,755.75,No
2225-AEJJE,Male,0,No,No,14,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,70.35,944.78,No
2226-IIICD,Male,0,No,No,6,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.35,448.11,No
2227-HGADC,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),90.73,1086.81,No
2228-EJCDF,Male,0,No,Yes,35,Yes,No,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,39.33,1388.99,No
2229-GIGBA,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.19,832.27,No
2230-IBGDD,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),47.29,1845.47,No
2231-DDIIJ,Male,0,No,No,20,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,103.12,2087.12,No
2232-EFFBI,Female,1,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),54.7,1490.98,No
2233-EBDHH,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,44.63,686.07,No
2234-BCAEJ,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.92,5212.81,No
2235-EDICH,Female,0,Yes,No,12,Yes,No,No,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,28.97,332.4,No
2236-JDJGC,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),104.59,3658.63,No
2237-FAGCD,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),46.46,2610.83,No
2238-DFIEI,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),102.05,1986.22,No
2239-FAFGD,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,119.12,6097.65,No
2240-JABGG,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.18,74.91,No
2241-GBJDJ,Male,1,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),37.58,871.69,No
2242-FIEID,Male,1,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),94.17,3849.17,No
2243-HDEJG,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.45,600.88,No
2244-FDGGC,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,63.54,220.66,Yes
2245-JBJHH,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,33.36,1026.82,No
2246-CGIID,Male,1,No,Yes,45,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.91,3013.28,Yes
2247-FJEIE,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,19.28,301.79,No
2248-JIGEB,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),33.36,887.37,Yes
2249-IGCHI,Male,0,No,No,67,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,46.05,3133.2,No
2250-CIAJJ,Male,0,No,No,22,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,38.18,852.25,No
2251-EHGDA,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,54.86,1788.84,No
2252-AGFEG,Male,0,No,Yes,20,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,32.78,639.97,No
2253-FCBJA,Female,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,101.72,2109.78,No
2254-IIBGH,Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,71.07,4593.16,Yes
2255-BJBCG,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.64,1578.15,Yes
2256-JHGCH,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.11,2948.32,No
2257-AFIGB,Female,1,Yes,No,27,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,42.89,1115.94,No
2258-AHCEE,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.53,446.34,No
2259-IHBBE,Male,1,No,Yes,53,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,72.18,3857.29,No
2260-EGHDC,Male,1,No,Yes,69,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.14,8245.7,No
2261-DCIAE,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,82.16,1035.25,Yes
2262-BEGCC,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,72.2,3877.03,No
2263-DDGBH,Female,0,No,No,57,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,21.91,1280.12,No
2264-JGFEG,Female,1,No,No,43,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.1,3180.66,Yes
2265-IBFBC,Male,0,Yes,No,45,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,68.48,3055.82,No
2266-IFFFB,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.46,1437.19,Yes
2267-FEGCE,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.7,3952.46,No
2268-AJCBE,Male,0,No,Yes,40,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.92,2678.74,Yes
2269-IHIBD,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),41.27,2955.84,Yes
2270-HBCIC,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),90.88,118.35,No
2271-CBJCJ,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),47.27,195.99,Yes
2272-DICCI,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.0,630.55,No
2273-BGEIJ,Female,0,No,Yes,46,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.62,4109.5,No
2274-ICJJI,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,49.86,1739.53,Yes
2275-EBJAE,Male,1,No,No,18,Yes,No,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,48.28,893.11,No
2276-GJHBD,Female,0,Yes,No,62,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.1,3876.03,No
2277-EIBAD,Female,0,No,Yes,7,Yes,No,No,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,85.67,586.23,No
2278-GHJCG,Male,0,No,No,22,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,114.07,2534.81,No
2279-BHFFH,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.17,361.53,No
2280-IHGIC,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,43.76,980.4,No
2281-AJDEE,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),118.51,3538.15,No
2282-GAADF,Female,0,Yes,Yes,29,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),80.95,2321.14,No
2283-BFEBB,Female,0,Yes,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.98,782.68,No
2284-HIJCC,Female,0,No,Yes,1,No,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),109.25,68.25,Yes
