customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,MonthlyCharges,TotalCharges,Churn,PredictedChurnProb,PredictedChurn,RiskTier,AtRiskRevenue
1982-GFBGB,Female,0,Yes,No,56,Two year,Fiber optic,Yes,No,Bank transfer (automatic),96.06,5334.02,Yes,0.29519228162973526,0,Low,0.0
1983-BICIF,Male,1,Yes,Yes,4,One year,Fiber optic,Yes,Yes,Bank transfer (automatic),63.85,262.97,No,0.3696983750666302,0,Medium,0.0
1984-DGGDC,Female,0,Yes,No,19,Month-to-month,DSL,No,No,Electronic check,94.81,1811.72,Yes,0.713702596020232,1,High,94.81
1985-DFGDH,Female,0,No,No,3,Two year,Fiber optic,No,No,Credit card (automatic),79.81,251.23,No,0.6021902113607311,1,Medium,79.81
1986-DJFEA,Female,0,Yes,No,55,Two year,DSL,No,No,Electronic check,92.93,5152.54,No,0.35640953265728054,0,Medium,0.0
1987-GCIJF,Female,0,No,Yes,33,One year,Fiber optic,No,No,Bank transfer (automatic),52.51,1692.09,No,0.4300031012911553,0,Medium,0.0
1988-EFGEE,Male,0,Yes,No,39,Month-to-month,Fiber optic,Yes,Yes,Electronic check,72.57,2827.35,No,0.5725275881245387,1,Medium,72.57
1989-DDCHF,Male,0,No,No,68,Two year,Fiber optic,No,No,Electronic check,21.63,1450.49,No,0.31741245576538524,0,Low,0.0
1990-GCIJG,Female,0,Yes,Yes,67,Month-to-month,DSL,No,No,Mailed check,34.55,2289.2,No,0.43197226221519386,0,Medium,0.0
1991-FDAID,Male,0,No,Yes,21,One year,DSL,Yes,No,Bank transfer (automatic),105.35,2195.96,No,0.3116260948105412,0,Low,0.0
1992-IDHJB,Male,0,No,No,13,Month-to-month,Fiber optic,No,Yes,Mailed check,84.92,1147.82,Yes,0.6999817494655903,1,High,84.92
1993-HDHDE,Male,0,No,No,67,Two year,Fiber optic,No,Yes,Bank transfer (automatic),102.46,6840.01,No,0.2943967665668645,0,Low,0.0
1994-DCCIH,Male,0,Yes,No,7,Month-to-month,DSL,Yes,No,Mailed check,75.23,485.08,No,0.6040423062184882,1,Medium,75.23
1995-EBDFF,Male,1,No,No,66,Month-to-month,DSL,No,No,Bank transfer (automatic),62.09,4089.05,No,0.4559601850126316,0,Medium,0.0
1996-FCDFA,Female,0,Yes,No,45,Month-to-month,No,No,Yes,Bank transfer (automatic),101.14,4527.98,No,0.4439898546132517,0,Medium,0.0
1997-ICGJI,Male,0,Yes,Yes,28,Month-to-month,DSL,Yes,No,Credit card (automatic),22.81,617.75,No,0.5096639951989411,1,Medium,22.81
1998-BJFHD,Male,0,No,No,11,Two year,Fiber optic,No,No,Bank transfer (automatic),88.04,963.73,Yes,0.48654984579255145,0,Medium,0.0
1999-AJABJ,Male,0,No,No,51,Two year,DSL,No,Yes,Electronic check,80.16,4119.69,Yes,0.2827004680448319,0,Low,0.0
2000-AAEAA,Male,0,No,No,57,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),21.64,1267.0,No,0.48319345764761,0,Medium,0.0
2001-JIHAG,Female,0,No,Yes,1,Month-to-month,Fiber optic,Yes,No,Mailed check,52.23,50.57,No,0.6913160452309283,1,High,52.23
2002-EGCFH,Female,0,Yes,Yes,0,Month-to-month,No,No,No,Electronic check,70.88,33.8,No,0.6864776515851012,1,High,70.88
2003-IBFCD,Female,0,No,Yes,54,Month-to-month,Fiber optic,Yes,No,Electronic check,21.31,1117.32,Yes,0.6315977421146513,1,Medium,21.31
2004-HCDCC,Female,0,Yes,No,33,Two year,DSL,No,No,Bank transfer (automatic),49.42,1607.52,No,0.3274013101445358,0,Low,0.0
2005-BJICA,Male,0,No,No,63,One year,No,No,No,Bank transfer (automatic),19.52,1195.75,No,0.18981442088405165,0,Low,0.0
2006-GIEEC,Female,1,No,Yes,67,Month-to-month,Fiber optic,No,No,Electronic check,45.73,3106.02,No,0.636386141498855,1,Medium,45.73
2007-ADHEH,Male,0,No,No,11,Month-to-month,No,Yes,No,Credit card (automatic),117.7,1320.37,Yes,0.6154758803986344,1,Medium,117.7
2008-CHDGI,Male,0,Yes,No,49,One year,Fiber optic,Yes,No,Electronic check,64.27,3176.04,No,0.3302563542035673,0,Medium,0.0
2009-BAJBD,Male,0,No,No,20,Month-to-month,Fiber optic,Yes,No,Electronic check,114.85,2315.66,Yes,0.7596850506822838,1,High,114.85
2010-GAGDA,Male,0,Yes,No,9,Month-to-month,No,No,No,Bank transfer (automatic),100.03,851.59,No,0.5973684289537302,1,Medium,100.03
2011-EDFEG,Male,1,Yes,Yes,69,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),44.74,3058.21,No,0.39945231442018936,0,Medium,0.0
2012-FGBHJ,Female,0,Yes,Yes,13,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),113.55,1513.43,No,0.6495103716788218,1,Medium,113.55
2013-FBHIG,Female,0,No,No,39,Month-to-month,Fiber optic,No,No,Mailed check,48.61,1893.95,No,0.6628108016831183,1,High,48.61
2014-JGBDH,Female,0,Yes,No,29,Two year,Fiber optic,Yes,No,Electronic check,53.22,1567.65,No,0.4189777086124401,0,Medium,0.0
2015-EIGEH,Female,0,Yes,Yes,72,Month-to-month,Fiber optic,Yes,No,Electronic check,48.94,3495.41,No,0.5618880552549548,1,Medium,48.94
2016-HBGFC,Male,0,Yes,No,13,Two year,No,Yes,No,Mailed check,63.11,776.98,No,0.32949120710546487,0,Low,0.0
2017-BJBBH,Female,0,Yes,No,51,Month-to-month,Fiber optic,No,No,Electronic check,25.51,1333.77,No,0.6644758133019092,1,High,25.51
2018-IJJGC,Male,0,No,No,16,One year,Fiber optic,No,No,Electronic check,101.27,1593.67,No,0.5819654746085904,1,Medium,101.27
2019-HCGFD,Female,1,No,Yes,61,Month-to-month,Fiber optic,Yes,Yes,Electronic check,26.36,1579.99,Yes,0.5260678861285414,1,Medium,26.36
2020-AJHGD,Male,0,Yes,No,21,Month-to-month,DSL,No,No,Credit card (automatic),66.82,1393.21,Yes,0.5562804302579057,1,Medium,66.82
2021-AAHGA,Male,0,No,No,52,Month-to-month,DSL,Yes,No,Mailed check,25.09,1309.3,No,0.3865971359248459,0,Medium,0.0
2022-DIIAB,Female,0,No,No,31,One year,DSL,No,Yes,Mailed check,84.79,2641.22,No,0.3102504946584424,0,Low,0.0
2023-CEHAB,Male,0,No,No,54,One year,Fiber optic,Yes,No,Electronic check,63.92,3494.18,Yes,0.3053659745241201,0,Low,0.0
2024-IJJBE,Male,0,No,No,21,Two year,No,No,No,Bank transfer (automatic),18.12,406.18,No,0.2664896671926531,0,Low,0.0
2025-FFBDI,Female,0,Yes,No,37,Month-to-month,Fiber optic,No,Yes,Electronic check,61.98,2295.93,Yes,0.6644469566522966,1,High,61.98
2026-AHHGD,Male,0,No,No,49,Month-to-month,No,Yes,Yes,Electronic check,55.1,2664.31,Yes,0.4670328373719992,0,Medium,0.0
2027-IIHFC,Female,0,Yes,No,65,Month-to-month,DSL,No,Yes,Credit card (automatic),111.24,7194.24,No,0.46065075170902653,0,Medium,0.0
2028-BGFEH,Female,1,Yes,No,44,Month-to-month,Fiber optic,No,No,Credit card (automatic),79.1,3443.47,No,0.6294998080354856,1,Medium,79.1
2029-GDBHE,Female,0,No,Yes,7,Month-to-month,DSL,No,No,Bank transfer (automatic),102.37,765.26,No,0.7212368635358273,1,High,102.37
2030-FDBDF,Male,0,No,No,64,Two year,DSL,No,No,Credit card (automatic),32.75,2127.2,No,0.2692304149145701,0,Low,0.0
2031-IBFJE,Male,0,Yes,No,39,Month-to-month,No,Yes,No,Electronic check,30.89,1163.33,No,0.45952269187708006,0,Medium,0.0
2032-CEGFB,Male,1,Yes,No,4,Two year,DSL,No,No,Electronic check,36.66,127.05,Yes,0.5053664965385647,1,Medium,36.66
2033-JFBAC,Female,0,No,No,44,Month-to-month,DSL,No,No,Credit card (automatic),114.25,5009.13,No,0.6377833246249186,1,Medium,114.25
2034-IJICA,Male,0,No,Yes,45,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),28.14,1247.84,Yes,0.5293881896923711,1,Medium,28.14
2035-FJFHF,Female,0,No,No,35,One year,No,Yes,Yes,Mailed check,67.31,2306.35,No,0.1846990053915516,0,Low,0.0
2036-GEAHC,Female,1,Yes,No,16,Month-to-month,Fiber optic,Yes,No,Electronic check,25.78,405.7,No,0.6519667843991166,1,Medium,25.78
2037-FIFAA,Male,1,No,No,40,Two year,DSL,Yes,No,Bank transfer (automatic),95.39,3851.3,Yes,0.27731192689308937,0,Low,0.0
2038-HIJAH,Female,0,Yes,No,29,Two year,DSL,No,No,Credit card (automatic),57.25,1621.1,No,0.39745883742488464,0,Medium,0.0
2039-HHAJJ,Male,0,Yes,No,51,One year,DSL,No,No,Credit card (automatic),80.4,4056.77,No,0.2977036491365513,0,Low,0.0
2040-IBIDG,Male,0,Yes,No,19,Two year,DSL,Yes,Yes,Mailed check,25.31,495.71,No,0.25180645015584463,0,Low,0.0
2041-EGDIH,Male,0,No,No,35,Month-to-month,No,Yes,No,Mailed check,62.01,2197.64,Yes,0.39499550789315985,0,Medium,0.0
2042-BDFAG,Male,0,No,No,65,Month-to-month,No,Yes,No,Credit card (automatic),31.65,2031.59,No,0.3631323417745109,0,Medium,0.0
2043-FCCAD,Male,0,No,No,44,Two year,No,Yes,Yes,Bank transfer (automatic),51.1,2289.12,No,0.1809967640808808,0,Low,0.0
2044-IDIHF,Female,1,No,No,3,Month-to-month,No,Yes,No,Bank transfer (automatic),37.26,129.98,No,0.4567098991035704,0,Medium,0.0
2045-CAGIJ,Female,0,Yes,No,49,Month-to-month,No,No,No,Credit card (automatic),67.14,3287.55,No,0.5062759452900426,1,Medium,67.14
2046-IHCDG,Female,0,Yes,No,54,Month-to-month,No,No,Yes,Mailed check,109.14,5923.5,No,0.3844398547631052,0,Medium,0.0
2047-ABHJC,Male,0,Yes,No,58,Month-to-month,No,No,Yes,Electronic check,58.53,3377.13,No,0.42456499145548726,0,Medium,0.0
2048-HEFAB,Male,0,No,Yes,41,One year,No,No,No,Electronic check,110.17,4493.95,No,0.35746135759474107,0,Medium,0.0
2049-HCBGH,Male,0,No,Yes,1,Month-to-month,Fiber optic,No,No,Mailed check,97.04,73.23,Yes,0.7787879446291265,1,High,97.04
2050-JDAHB,Female,0,No,No,45,Month-to-month,DSL,Yes,No,Electronic check,94.19,4206.93,Yes,0.5421792667783901,1,Medium,94.19
2051-BJECJ,Male,0,No,No,1,Month-to-month,Fiber optic,No,No,Mailed check,97.67,135.49,Yes,0.8174974852433684,1,High,97.67
2052-DJEEH,Female,1,No,No,49,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),90.49,4423.21,No,0.5930251286905647,1,Medium,90.49
2053-JEFJB,Female,0,No,No,0,Two year,Fiber optic,No,No,Electronic check,38.73,37.41,No,0.6516291338243847,1,Medium,38.73
2054-AFDAG,Male,0,No,No,12,One year,Fiber optic,No,No,Credit card (automatic),103.51,1280.47,No,0.5234038519320978,1,Medium,103.51
2055-FJEDG,Male,0,No,No,69,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),56.35,3851.28,No,0.48552602211055645,0,Medium,0.0
2056-CDIHJ,Female,0,No,No,21,Month-to-month,DSL,No,Yes,Electronic check,45.46,908.68,No,0.6126969430761562,1,Medium,45.46
2057-IEHAJ,Male,0,No,No,16,Month-to-month,DSL,No,No,Credit card (automatic),102.97,1694.37,No,0.6768065935976438,1,High,102.97
2058-IBDIH,Female,0,No,No,58,Month-to-month,No,No,No,Mailed check,80.96,4666.79,No,0.49307622256057426,0,Medium,0.0
2059-HACID,Male,0,Yes,Yes,69,One year,Fiber optic,Yes,No,Mailed check,43.81,3011.11,No,0.2380670901933071,0,Low,0.0
2060-FBCAC,Male,0,Yes,No,2,Month-to-month,DSL,Yes,Yes,Credit card (automatic),108.54,180.1,No,0.6032517515178099,1,Medium,108.54
2061-GEBCA,Female,0,Yes,Yes,69,Month-to-month,No,No,No,Electronic check,72.96,5078.92,No,0.5209802225123829,1,Medium,72.96
2062-BBDJH,Male,0,Yes,No,48,One year,DSL,No,No,Electronic check,20.44,940.25,No,0.3263920535791144,0,Low,0.0
2063-CJCBA,Female,0,No,Yes,49,One year,Fiber optic,Yes,No,Electronic check,71.73,3545.49,No,0.40741388380510857,0,Medium,0.0
2064-HDBDD,Male,1,Yes,No,34,One year,DSL,No,No,Bank transfer (automatic),115.42,3960.37,No,0.3174270278614521,0,Low,0.0
2065-FGDEH,Female,0,Yes,Yes,22,One year,No,Yes,No,Electronic check,34.52,801.81,No,0.27900548730699115,0,Low,0.0
2066-FDHCB,Female,0,Yes,Yes,71,Month-to-month,Fiber optic,No,No,Electronic check,48.7,3453.75,No,0.611481461175581,1,Medium,48.7
2067-AABIJ,Male,1,No,No,6,Month-to-month,Fiber optic,Yes,No,Mailed check,41.31,254.09,No,0.6625875986975037,1,High,41.31
2068-ADFHF,Female,0,Yes,Yes,49,Month-to-month,No,No,Yes,Bank transfer (automatic),40.47,1983.86,No,0.38042504644544684,0,Medium,0.0
2069-CGFAC,Male,0,Yes,Yes,9,Month-to-month,No,Yes,No,Mailed check,25.88,236.78,Yes,0.5055014047947121,1,Medium,25.88
2070-EBAJD,Male,1,Yes,No,54,Month-to-month,Fiber optic,No,No,Credit card (automatic),65.58,3515.51,No,0.5376482870006098,1,Medium,65.58
2071-GAGAE,Male,0,Yes,Yes,18,Two year,No,No,No,Credit card (automatic),101.48,1834.35,No,0.39447117954108957,0,Medium,0.0
2072-EBEFC,Female,1,No,Yes,22,One year,Fiber optic,Yes,No,Electronic check,42.49,910.81,No,0.44601593916755977,0,Medium,0.0
2073-ABFCC,Female,1,Yes,Yes,63,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),90.54,5712.46,Yes,0.43082274959379385,0,Medium,0.0
2074-AFDCE,Male,0,No,No,32,Month-to-month,Fiber optic,No,No,Credit card (automatic),76.45,2478.79,Yes,0.6669491616911227,1,High,76.45
2075-DBIGD,Male,0,No,No,65,One year,DSL,No,No,Electronic check,39.65,2527.54,No,0.26301875696023636,0,Low,0.0
2076-DEDAD,Female,0,No,No,8,Month-to-month,DSL,No,No,Bank transfer (automatic),76.1,645.12,No,0.6302428705881749,1,Medium,76.1
2077-JJEFG,Male,0,Yes,No,28,Month-to-month,No,No,No,Credit card (automatic),71.3,1990.95,No,0.5305908106957508,1,Medium,71.3
2078-BAEFE,Male,0,Yes,Yes,17,One year,DSL,Yes,No,Credit card (automatic),41.03,708.54,No,0.27374016091378156,0,Low,0.0
2079-DBCBJ,Female,0,Yes,No,70,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),19.73,1356.78,No,0.4531989480018622,0,Medium,0.0
2080-EDAIG,Male,0,Yes,No,28,Month-to-month,DSL,No,No,Bank transfer (automatic),59.5,1715.87,No,0.5915219648998141,1,Medium,59.5
2081-JGAED,Female,0,No,No,60,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),50.96,3069.11,Yes,0.5155305392404032,1,Medium,50.96
2082-BBHAH,Male,0,Yes,No,4,Two year,DSL,No,No,Bank transfer (automatic),46.85,234.69,No,0.3700142711551516,0,Medium,0.0
2083-IJEAB,Female,0,Yes,No,68,Two year,No,No,No,Credit card (automatic),89.26,6096.94,No,0.23953439609052388,0,Low,0.0
2084-FAADC,Male,0,No,Yes,55,Two year,No,No,No,Bank transfer (automatic),90.36,5007.4,No,0.29267857359339516,0,Low,0.0
2085-HHADF,Male,0,No,No,51,Month-to-month,No,No,No,Mailed check,112.52,5714.37,No,0.49711543859919266,0,Medium,0.0
2086-EGFHB,Female,1,Yes,No,14,Two year,Fiber optic,No,No,Mailed check,20.8,305.62,Yes,0.47513477873977544,0,Medium,0.0
2087-HHGFA,Male,1,Yes,No,19,Two year,No,No,No,Credit card (automatic),110.86,2091.74,Yes,0.37690898284413776,0,Medium,0.0
2088-HAAJE,Female,0,Yes,No,72,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),86.77,6279.2,No,0.5107172028671745,1,Medium,86.77
2089-IHDDJ,Male,1,No,Yes,15,Month-to-month,Fiber optic,Yes,Yes,Electronic check,85.27,1326.66,No,0.6704523699103452,1,High,85.27
2090-IGEBI,Female,0,No,No,24,One year,DSL,No,No,Credit card (automatic),119.19,2831.91,No,0.3996948967721557,0,Medium,0.0
2091-GHJJA,Female,0,No,Yes,56,Two year,No,No,No,Bank transfer (automatic),25.93,1475.72,No,0.27603547202753465,0,Low,0.0
2092-DBICH,Female,0,No,Yes,20,Two year,DSL,No,Yes,Bank transfer (automatic),99.93,2023.1,No,0.41153060452620854,0,Medium,0.0
2093-BBAEF,Female,0,No,No,4,Month-to-month,Fiber optic,No,No,Credit card (automatic),78.52,299.09,Yes,0.7488294057756665,1,High,78.52
2094-EHBBG,Male,1,Yes,No,8,Two year,No,Yes,No,Mailed check,34.49,240.24,No,0.27252328174482116,0,Low,0.0
2095-JBECB,Male,0,Yes,No,10,Month-to-month,Fiber optic,No,No,Electronic check,96.62,948.11,Yes,0.7764244474519285,1,High,96.62
2096-JHFHE,Female,0,No,No,64,Month-to-month,DSL,No,Yes,Credit card (automatic),54.58,3459.89,Yes,0.3952713434537903,0,Medium,0.0
2097-IECEE,Female,0,No,No,62,Two year,Fiber optic,Yes,Yes,Credit card (automatic),43.77,2752.09,Yes,0.2602952073738875,0,Low,0.0
2098-JAAJB,Female,0,Yes,Yes,25,Two year,Fiber optic,No,No,Electronic check,76.88,1954.72,No,0.5639866693948535,1,Medium,76.88
2099-GFGII,Male,0,No,No,18,One year,DSL,Yes,No,Mailed check,66.65,1226.21,No,0.32227699071926463,0,Low,0.0
2100-JDEGH,Male,0,No,No,15,Two year,Fiber optic,Yes,Yes,Credit card (automatic),34.02,536.14,No,0.3918999945199706,0,Medium,0.0
2101-FJJID,Male,0,Yes,No,55,One year,No,No,No,Mailed check,92.57,5081.32,Yes,0.2653821941638938,0,Low,0.0
2102-GGHEB,Male,0,No,No,67,Month-to-month,No,No,No,Bank transfer (automatic),49.82,3378.64,No,0.43451829360611904,0,Medium,0.0
2103-DCACH,Female,0,Yes,No,29,Two year,Fiber optic,Yes,No,Mailed check,68.19,2008.54,No,0.40047158658221915,0,Medium,0.0
2104-IDABI,Female,0,No,No,6,Two year,DSL,No,No,Bank transfer (automatic),47.45,325.3,No,0.37188659568967536,0,Medium,0.0
2105-IDGGD,Female,0,Yes,No,11,Month-to-month,Fiber optic,No,Yes,Electronic check,62.91,691.93,Yes,0.7404759491561139,1,High,62.91
2106-CCAEE,Male,0,No,No,23,Month-to-month,Fiber optic,No,No,Credit card (automatic),43.46,977.95,Yes,0.6996754268171125,1,High,43.46
2107-GCEIE,Male,0,No,No,21,Month-to-month,No,No,No,Bank transfer (automatic),67.04,1422.7,No,0.5989554937471705,1,Medium,67.04
2108-FDGED,Male,0,Yes,No,46,Two year,No,No,No,Mailed check,34.39,1600.16,No,0.26455162255990416,0,Low,0.0
2109-HDHIC,Female,0,No,No,29,Two year,No,Yes,Yes,Credit card (automatic),46.84,1378.99,No,0.2691561179667792,0,Low,0.0
2110-EHAGJ,Female,0,No,No,59,Two year,Fiber optic,No,Yes,Bank transfer (automatic),39.75,2334.0,No,0.3279727281041951,0,Low,0.0
2111-GFCCE,Male,1,No,No,38,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),54.81,2084.34,No,0.5730978340172638,1,Medium,54.81
2112-HCJAB,Female,0,Yes,No,19,One year,DSL,Yes,Yes,Mailed check,102.68,1912.08,No,0.2455716794612473,0,Low,0.0
2113-GCABA,Male,0,No,No,25,Two year,Fiber optic,No,No,Bank transfer (automatic),68.53,1723.26,Yes,0.4542225849888777,0,Medium,0.0
2114-JHFAC,Male,1,Yes,No,48,Month-to-month,No,No,Yes,Electronic check,61.25,2936.44,Yes,0.489312183022207,0,Medium,0.0
2115-HACIF,Female,0,Yes,No,68,One year,Fiber optic,No,No,Bank transfer (automatic),76.38,5162.85,No,0.2544928028112397,0,Low,0.0
2116-JDFEF,Male,0,Yes,No,41,Month-to-month,Fiber optic,No,Yes,Mailed check,98.03,4018.51,Yes,0.6513718181947799,1,Medium,98.03
2117-DIAGC,Female,0,Yes,No,5,One year,DSL,No,No,Credit card (automatic),48.29,226.27,No,0.46014079664822616,0,Medium,0.0
2118-GFBBI,Male,0,No,No,52,One year,DSL,No,Yes,Mailed check,100.31,5231.58,No,0.24345539615146464,0,Low,0.0
2119-ECDCE,Female,0,Yes,Yes,33,Two year,Fiber optic,Yes,Yes,Mailed check,43.46,1464.92,Yes,0.3129250677068396,0,Low,0.0
2120-DEJEE,Female,1,Yes,Yes,68,Month-to-month,No,No,No,Credit card (automatic),104.49,7096.27,Yes,0.435364920407145,0,Medium,0.0
2121-IAIFF,Female,0,No,No,9,Month-to-month,DSL,No,Yes,Bank transfer (automatic),103.02,960.55,No,0.6783245491036661,1,High,103.02
2122-GHDIB,Male,0,No,No,27,Two year,DSL,No,Yes,Electronic check,78.27,2080.68,No,0.4258337043542379,0,Medium,0.0
2123-HAHDD,Male,1,No,No,2,Month-to-month,Fiber optic,No,Yes,Mailed check,54.38,122.34,No,0.6720587398391628,1,High,54.38
2124-EFEEE,Female,1,Yes,Yes,47,Month-to-month,DSL,No,Yes,Mailed check,60.25,2824.68,No,0.47465207989284686,0,Medium,0.0
2125-CAFAE,Female,0,No,Yes,65,Month-to-month,DSL,Yes,No,Electronic check,100.93,6548.08,No,0.5403664141016106,1,Medium,100.93
2126-ECDJG,Male,0,Yes,No,34,Month-to-month,DSL,No,No,Mailed check,26.4,870.42,Yes,0.5543088032423353,1,Medium,26.4
2127-IHFHI,Male,0,No,Yes,51,Two year,Fiber optic,No,No,Credit card (automatic),98.25,4984.98,No,0.4176389520596062,0,Medium,0.0
2128-ICCJD,Male,0,No,No,61,One year,Fiber optic,No,No,Bank transfer (automatic),31.59,1922.82,No,0.3502149667020505,0,Medium,0.0
2129-ABHAH,Female,0,No,No,51,One year,No,No,Yes,Credit card (automatic),101.18,5194.02,No,0.23987038709999947,0,Low,0.0
2130-GBGAG,Male,1,Yes,No,46,One year,Fiber optic,No,No,Mailed check,109.94,5062.39,No,0.3823017406510707,0,Medium,0.0
2131-IAEHE,Male,0,Yes,Yes,53,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),70.37,3736.84,No,0.5633176859530946,1,Medium,70.37
2132-GBAEA,Female,0,Yes,Yes,27,Month-to-month,DSL,No,No,Mailed check,94.8,2580.85,No,0.5826915209340408,1,Medium,94.8
2133-DICGD,Male,0,Yes,No,22,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic),38.65,829.41,No,0.2550211205919392,0,Low,0.0
2134-IFEJB,Male,0,Yes,Yes,34,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),96.71,3276.18,No,0.5940157869188804,1,Medium,96.71
2135-ECIHC,Male,0,No,No,31,Month-to-month,DSL,No,No,Credit card (automatic),89.69,2815.2,No,0.651523268411427,1,Medium,89.69
2136-HCJJE,Female,0,Yes,No,1,One year,Fiber optic,No,No,Electronic check,29.7,0.0,Yes,0.5734612237205459,1,Medium,29.7
2137-DAHGE,Female,0,No,Yes,15,Month-to-month,DSL,No,No,Electronic check,69.41,1042.5,Yes,0.6943757149050402,1,High,69.41
2138-EEBGI,Female,0,Yes,Yes,15,Month-to-month,Fiber optic,No,No,Mailed check,96.15,1445.78,No,0.7486634507758531,1,High,96.15
2139-ACEAC,Female,0,Yes,Yes,50,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),27.44,1377.2,No,0.4666438094528582,0,Medium,0.0
2140-GCIBJ,Female,0,No,No,66,Two year,Fiber optic,Yes,No,Bank transfer (automatic),85.2,5649.34,No,0.29262950723930553,0,Low,0.0
2141-IBJJH,Female,0,No,Yes,53,Month-to-month,No,Yes,No,Bank transfer (automatic),99.73,5280.82,Yes,0.4335495195817734,0,Medium,0.0
2142-FIACG,Female,0,Yes,No,19,Month-to-month,No,Yes,No,Electronic check,53.53,1051.45,No,0.5382988067825409,1,Medium,53.53
2143-GFHIG,Male,0,Yes,No,32,One year,No,Yes,No,Electronic check,56.95,1806.31,No,0.27619818604436186,0,Low,0.0
2144-DIBDC,Male,0,No,No,7,Two year,No,No,No,Electronic check,46.0,305.95,No,0.4765894473320086,0,Medium,0.0
2145-EIDGB,Female,0,Yes,Yes,23,Month-to-month,DSL,No,No,Bank transfer (automatic),37.07,899.0,Yes,0.6032127970798967,1,Medium,37.07
2146-FFJEF,Male,0,Yes,No,52,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),115.7,5998.84,No,0.5561040386103603,1,Medium,115.7
2147-FDABF,Male,0,No,No,63,Month-to-month,DSL,No,Yes,Bank transfer (automatic),89.76,5624.09,No,0.43805062588918453,0,Medium,0.0
2148-GJDHE,Female,0,Yes,No,57,Month-to-month,DSL,Yes,No,Mailed check,23.38,1337.84,Yes,0.36949552670626695,0,Medium,0.0
2149-IFBEE,Male,1,Yes,No,36,One year,Fiber optic,No,Yes,Credit card (automatic),112.62,4099.54,No,0.36356547818238916,0,Medium,0.0
2150-EHCDF,Male,0,No,No,11,Month-to-month,No,Yes,No,Mailed check,29.78,355.5,No,0.47619220763888115,0,Medium,0.0
2151-IJCAJ,Male,0,No,No,3,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),112.25,330.37,Yes,0.7703841714147229,1,High,112.25
2152-HDIBJ,Male,0,Yes,No,30,One year,Fiber optic,No,No,Credit card (automatic),64.08,1922.98,No,0.4234638487594533,0,Medium,0.0
2153-JAHGH,Male,0,No,No,37,One year,Fiber optic,Yes,No,Credit card (automatic),67.54,2548.77,No,0.3763214142064564,0,Medium,0.0
2154-GIHAD,Female,1,Yes,No,36,Two year,Fiber optic,No,No,Electronic check,73.09,2653.13,Yes,0.4876021997646645,0,Medium,0.0
2155-JDIIJ,Female,0,No,Yes,13,One year,No,No,Yes,Credit card (automatic),27.56,318.38,No,0.3731890961708768,0,Medium,0.0
2156-HIDDA,Female,0,No,No,72,Month-to-month,DSL,No,No,Electronic check,85.82,6190.02,Yes,0.5168123551630229,1,Medium,85.82
2157-JCHBA,Male,0,Yes,No,23,Two year,No,No,No,Credit card (automatic),84.72,1992.76,No,0.3805027197898932,0,Medium,0.0
2158-IGFIC,Female,0,Yes,Yes,9,Month-to-month,DSL,No,No,Mailed check,76.93,661.68,No,0.6665500941782267,1,High,76.93
2159-IBBCF,Male,0,Yes,No,37,Month-to-month,No,No,No,Mailed check,108.55,4043.71,Yes,0.5335143138873586,1,Medium,108.55
2160-EGCAJ,Male,0,No,Yes,42,Two year,DSL,No,Yes,Credit card (automatic),66.8,2797.09,No,0.333446337497294,0,Medium,0.0
2161-HFCCI,Male,0,No,Yes,36,Month-to-month,Fiber optic,No,No,Mailed check,90.47,3221.25,Yes,0.7166496242738745,1,High,90.47
2162-HFCEH,Male,0,Yes,No,41,Month-to-month,No,No,No,Mailed check,52.61,2190.84,No,0.5122118937204899,1,Medium,52.61
2163-JEEBA,Female,1,Yes,No,31,Two year,Fiber optic,No,Yes,Credit card (automatic),112.31,3495.56,No,0.4947721644342451,0,Medium,0.0
2164-ABFCC,Female,1,Yes,No,13,One year,Fiber optic,No,No,Credit card (automatic),113.08,1421.31,Yes,0.5479877270591818,1,Medium,113.08
2165-FDJBG,Male,0,Yes,No,3,Two year,Fiber optic,No,No,Electronic check,67.17,234.59,Yes,0.5746359892082624,1,Medium,67.17
2166-DIBBD,Female,0,Yes,Yes,23,Two year,DSL,No,Yes,Mailed check,93.07,2144.19,Yes,0.35516643301803463,0,Medium,0.0
